Name,Is Fork,Commits,Branches,Default Branch,Releases,Contributors,License,Watchers,Stargazers,Forks,Size,Created At,Pushed At,Updated At,Homepage,Main Language,Total Issues,Open Issues,Total Pull Requests,Open Pull Requests,Last Commit,Last Commit SHA,Has Wiki,Is Archived,Languages,Labels,spring,test,checkstyle,maven,gradle,gradle_on_root,maven_usage_on_root,score
pippo-java/pippo,False,1415,15,master,0,27,Apache License 2.0,45,757,118,3479,2014-10-30 16:23:30.0,2021-11-02 09:00:37.0,2021-11-02 09:00:21.0,http://www.pippo.ro,Java,260,45,322,5,2021-11-02 09:00:16.0,8330892700e3911192f1e17a11100ec3ec58ef84,True,False,"Java,Groovy,FreeMarker,Mustache,Pug","bug,dependencies,duplicate,enhancement,help wanted,invalid,proposal,question,wontfix",1,176,0,1,0,0,1,9.864121526801467
yuzutech/kroki,False,1391,18,main,27,19,MIT License,12,1184,71,13177,2019-01-10 13:17:19.0,2021-11-05 07:13:31.0,2021-11-07 02:23:30.0,https://kroki.io,Java,137,43,841,18,2021-11-03 08:49:33.0,eefe845f6790c4e9fbe0f11dd275abb7789f0a0f,True,False,"Java,Python,CSS,JavaScript,Dockerfile,Shell,Makefile,HTML,Beef",":baby: good first issue,:book: documentation,:bulb: proposal,:grey_question: question,:lock: security,:upside_down_face: upstream,:wave: help wanted,☕ java,duplicate,hacktoberfest-accepted,invalid,wontfix,🍩 enhancement,🐋 docker,🐍 python,🐞 bug,👀 investigating,📜 javascript,🔗 dependencies,🔧 infrastructure,🚧 wip",1,57,0,1,0,0,1,9.692735130812336
apache/incubator-eventmesh,False,696,16,develop,4,40,Apache License 2.0,44,729,173,23807,2019-09-16 03:04:56.0,2021-11-03 07:05:41.0,2021-11-03 10:59:37.0,https://eventmesh.apache.org/,Java,230,84,349,9,2021-11-03 07:05:41.0,09b9a22151d4fa2a8cd9850b7dac74e85d29e055,True,False,"Java,Shell,Dockerfile","bug,dependencies,discuss,doc,duplicate,enhancement,feature,help wanted,improvements,invalid,kind,need more info,question,security,soc,test",1,243,1,0,1,1,0,9.085491728427519
projectnessie/nessie,False,2130,4,main,15,22,Apache License 2.0,18,375,43,25714,2020-04-09 18:39:03.0,2021-11-05 18:21:18.0,2021-11-07 05:24:20.0,https://projectnessie.org,Java,311,89,2292,17,2021-11-05 17:54:56.0,3dd6ac9e0fe3ae9d2e52d74dc89cc6afc2456a79,False,False,"Java,Python,Scala,JavaScript,TypeScript,HTML,CSS,ANTLR,Makefile,Smarty,Batchfile","backend,bug,demos,dependencies,documentation,duplicate,good first issue,help wanted,integrations,invalid,java,javascript,pr-jackson,pr-native,python,question,REST api,security,ui",1,336,1,1,1,1,0,8.955038916731546
googlecloudplatform/community,False,1269,8,master,0,327,Other,198,1492,1435,131639,2016-01-25 18:46:16.0,2021-10-29 15:26:55.0,2021-10-30 06:18:32.0,https://cloud.google.com/community,Java,637,70,1299,17,2021-10-29 15:26:55.0,e86d1f11f51446ace7b5ec069b2ea5ab3bd5320c,False,False,"Java,Python,Jupyter Notebook,JavaScript,Shell,HTML,HCL,TypeScript,Go,C,Dockerfile,C#,Less,CSS,PowerShell,Vue,Makefile,BitBake,CMake,Groovy,Swift,Pascal,C++,Pug,Mustache,Ruby,Kotlin,SCSS","automerge,automerge: exact,bug,cla,cla: no,cla: yes,comment,dependencies,DO NOT MERGE,duplicate,enhancement (tutorial request),feature request,fresh,invalid,java,javascript,python,question,update needed,wontfix",1,18,1,1,1,0,0,8.809365796805809
hortonworks/registry,False,1019,560,master,23,46,Apache License 2.0,510,198,145,9565,2016-10-26 08:28:53.0,2021-10-08 07:52:12.0,2021-10-08 06:56:07.0,,Java,341,108,401,15,2021-05-20 13:01:58.0,8e86df135aeebc0c4c8dad582107da3ecea82617,True,False,"Java,JavaScript,Shell,CSS,Python,HTML,PLSQL,PLpgSQL,Dockerfile,Mustache","bug,dependencies,duplicate,enhancement,help wanted,invalid,question,UI,wontfix",1,361,1,1,0,0,1,8.732922968211629
eclipse/hawkbit,False,2452,1,master,10,50,Eclipse Public License 1.0,35,309,142,25095,2015-11-09 19:19:06.0,2021-11-03 12:15:47.0,2021-11-03 12:15:51.0,https://projects.eclipse.org/projects/iot.hawkbit,Java,280,57,919,15,2021-11-03 12:15:47.0,7e28fba104a118c64caa9662de396c54e1030e70,True,False,"Java,SCSS,Dockerfile,Shell,HTML,JavaScript,Vim Snippet","awaiting,bug,cannot reproduce,CQ,dependencies,documentation,duplicate,enhancement,feature request,good first issue,help wanted,question,refactoring,task,wontfix",1,308,0,1,0,0,1,8.719928443887488
dependencytrack/dependency-track,False,2365,33,master,34,38,Apache License 2.0,50,893,266,69192,2013-07-16 19:16:43.0,2021-11-06 18:02:33.0,2021-11-06 18:02:37.0,https://dependencytrack.org/,Java,808,231,317,17,2021-11-06 18:02:33.0,3cd8fd26c0878408d192485018ccd02b60324073,False,False,"Java,Shell,Dockerfile,HTML","accessibility,blocked,cannot reproduce,community feedback request,defect,dependencies,documentation,duplicate,enhancement,FP/FN report,good first issue,help wanted,in triage,invalid,not an issue,on hold,p1,p2,p3,pending more information,pending release,question,Rejected,retracted,security,spike / research,technical debt,wontfix",1,219,0,1,0,0,1,8.544599191003833
spring-cloud/spring-cloud-task,False,547,11,main,6,39,Apache License 2.0,58,331,266,4239,2015-09-02 20:12:00.0,2021-11-04 09:31:50.0,2021-11-04 09:31:53.0,https://cloud.spring.io/spring-cloud-task/,Java,397,34,413,2,2021-11-04 09:23:58.0,06ed67af004b0375719a3309f6b0406b9acbdbdf,True,False,Java,"2.0.1.RELEASE,backport-1.2.x,backport-1.3.x,backport-2.0.x,backport-2.1.x,backport-2.2.x,backport-2.3.x,education-ready,for: external-project,for: stackoverflow,for: team-attention,for: team-meeting,help wanted,in pr,in progress,needs-investigation,question,ready,spike,status: backport,status: blocked,status: declined,status: duplicate,status: feedback-reminder,status: first-timers-only,status: forward-port,status: ideal-for-contribution,status: invalid,status: noteworthy,status: on-hold,status: pending-design-work,status: reserved-for-conference-event,status: superseded,status: waiting-for-triage,status: waiting-on-feedback,technical-debt,technical-debt-ready,test-coverage,test-coverage-ready,type: blocker,type: bug,type: dependency-upgrade,type: documentation,type: enhancement,type: epic,type: task,type: wiki-documentation",1,248,1,1,0,0,1,7.9522185771376765
dddjava/jig,False,3099,2,main,190,12,Apache License 2.0,15,186,18,6858,2018-02-12 10:12:11.0,2021-10-25 05:01:32.0,2021-10-25 04:27:20.0,https://dddjava.github.io/jig/,Java,314,47,432,0,2021-10-25 04:27:17.0,8fbd8d027669dc484c4c43545958abd9d2d56253,True,False,"Java,HTML,CSS,Kotlin","bug,dependencies,good first issue,Kotlin,RUNTIME:jig-cli,RUNTIME:jig-gradle-plugin,withdrawal,ドキュメント,改善,質問",1,234,0,0,1,1,0,7.693210169327865
orienteerbap/orienteer,False,2305,12,master,6,11,Apache License 2.0,16,151,47,11726,2014-06-17 19:21:32.0,2021-09-12 01:30:34.0,2021-09-12 01:30:37.0,http://orienteer.org,Java,527,160,296,2,2021-09-12 01:30:25.0,b7947ea46fb5e1e022647ac2f2441480490dc3c1,True,False,"Java,JavaScript,HTML,CSS,Shell,Dockerfile","bug,contributor friendly,CORE,dependencies,documentation,don't remember,duplicate,enhancement,EST: Large,EST: Medium,EST: Small,EST: Very Large,EST: Very Small,FEATURE,help wanted,in progress,invalid,new widget,question,ready,UI,wontfix",1,290,0,1,0,0,1,7.576480905635093
keycloak/keycloak-quickstarts,False,278,6,latest,0,25,Apache License 2.0,58,991,650,106123,2017-01-11 13:11:18.0,2021-11-03 19:29:30.0,2021-11-03 19:29:36.0,,Java,0,0,262,1,2021-11-03 19:29:30.0,3c089af756d3d595f5935b39cd3141a63a52bb40,False,False,"Java,JavaScript,CSS,HTML,Shell,TypeScript,FreeMarker,Vue","Bug fix,dependencies,Hold,java,javascript,Missing JIRA",1,255,0,1,0,0,1,7.092250472139325
joinfaces/joinfaces,False,2278,12,4.6.x,124,14,Apache License 2.0,27,318,81,5030,2016-04-29 17:27:00.0,2021-11-05 13:14:38.0,2021-11-05 11:51:47.0,http://joinfaces.org,Java,450,19,839,0,2021-11-05 11:51:44.0,6b379a0240fa3002c4321abc919e0d62fcc4164f,True,False,"Java,CSS,HTML","bug,dependency-upgrade,documentation,enhancement,example,feature,github_actions,help wanted,ideal-for-contribution,invalid,java,question,refactoring,task,waiting-user-feedback",1,153,1,0,1,1,0,6.686397014335381
alphawallet/alpha-wallet-android,False,5096,25,master,38,54,MIT License,31,229,251,33088,2018-02-04 03:50:02.0,2021-11-05 01:57:07.0,2021-11-04 22:15:37.0,https://www.alphawallet.com,Java,904,138,1297,7,2021-11-03 04:15:19.0,dd114f420df185114792a1823b5c956bdb79d150,True,False,"Java,HTML,Kotlin,CSS,C,JavaScript,SCSS,Ruby,CMake","admin,API23 Release,ASAP,Bug,Design,duplicate,enhancement,For Review,Free for all,good first issue,help wanted,Higher Priority,hotfix,in progress,invalid,Investigate,Issue is being worked on,low hanging fruit,Need JB Response,Need JS Response,On Hold,os difference,planning,Project Nervos,Project Stub,question,Release Prep,schema,Support Crypto Events,UX,WIP - Don't Merge,wontfix",1,107,0,0,1,1,0,6.5531459537108
cloudevents/sdk-java,False,714,6,master,15,36,Apache License 2.0,21,231,96,1774,2018-09-20 19:56:36.0,2021-11-03 08:54:38.0,2021-11-04 11:17:49.0,https://cloudevents.github.io/sdk-java/,Java,134,17,289,8,2021-11-03 08:54:38.0,a94bc5c81c83d21b5d6ec367830b66b0d9569a6d,True,False,"Java,ANTLR","bug,cleanup,dependencies,discussion,documentation,duplicate,enhancement,good first issue,hacktoberfest,help wanted,invalid,java,performance,question,ruby,wontfix,work-in-progress",1,236,0,1,0,0,1,6.514586695101865
fcrepo/fcrepo,False,3439,23,main,43,55,Apache License 2.0,42,153,122,126362,2013-02-03 16:18:55.0,2021-10-29 18:56:42.0,2021-10-29 18:56:45.0,https://wiki.lyrasis.org/display/FF/Fedora+Repository+Home,Java,114,6,1837,10,2021-10-29 17:55:19.0,88d45d25f82f51a1d8b9cd6e563ef4988cc956ea,True,False,"Java,JavaScript,HTML,PLpgSQL,CSS,XSLT","breaking-change,bug,dependencies,duplicate,enhancement,f6-keep,inactive,invalid,question,wontfix,work-in-progress",1,580,0,1,0,0,1,6.487496063886702
wso2/product-microgateway,False,2243,41,main,63,38,Apache License 2.0,288,209,189,82638,2018-05-23 08:27:56.0,2021-11-04 13:40:59.0,2021-11-04 11:05:34.0,https://wso2.com/api-management/api-microgateway/,Java,976,129,1406,6,2021-11-04 11:05:30.0,735057d57f7ee30f6b33ede55e239e8dc610080c,True,False,"Java,Go,Lua,C++,Shell,Dockerfile,Starlark,HTML","0.9.0-GA,0.9.0.3,Affected/2.6.0,Affected/3.0.0,Affected/3.0.0-Beta,Affected/3.0.1,Affected/3.0.2,Affected/3.1.0,Affected/3.1.0-alpha,Affected/3.2.0,Affected/3.2.0-beta,ballerina-mgw,Build-Issues,Choreo,customer-request,dependencies,dev-first,Docs/Has Impact,Docs/No Impact,envoy-gw,feature/global-adapter,good first issue,hacktoberfest-accepted,help wanted,mgw-analytics,Priority/High,Priority/Highest,Priority/Low,Priority/Normal,Resolution/Answered,Resolution/Cannot Reproduce,Resolution/Duplicate,Resolution/Fixed,Resolution/Invalid,Resolution/Not a bug,Resolution/Postponed,Resolution/Won’t Fix,Severity/Blocker,Severity/Critical,Severity/Major,Severity/Minor,Severity/Trivial,Status/DeployedToDev,Status/DeployedToProd,Status/DeployedToStage,test-improvements,toolkit,Type/Bug,Type/Docs,Type/Epic,Type/Improvement,Type/New Feature,Type/Question,Type/Spam,Type/Task,Type/UX,wontfix",1,437,0,1,0,0,1,6.388069071311645
g-research/siembol,False,428,26,master,4,11,Apache License 2.0,14,113,31,9831,2020-03-17 17:36:18.0,2021-11-05 09:55:56.0,2021-11-05 09:56:00.0,https://siembol.io/,Java,22,13,374,4,2021-11-05 09:55:56.0,99bdf46693e16f7509c0c287418f109e9f84c7f8,True,False,"Java,TypeScript,HTML,SCSS,PowerShell,Shell,Mustache,JavaScript,PHP","bug,dependencies,docker,documentation,duplicate,enhancement,github_actions,good first issue,help wanted,invalid,java,javascript,question,wontfix",1,310,0,1,0,0,1,5.958647976679278
rws/odata,False,740,13,develop,0,19,Other,27,115,52,2496,2015-09-14 10:02:18.0,2021-10-28 18:59:24.0,2021-10-28 17:56:14.0,https://sdl.github.io,Java,53,36,265,3,2021-10-28 17:56:08.0,19cbe2c6f1c2bb8ae6b6583c3a6a099d57c4d71e,True,False,"Java,Scala,Shell,Batchfile","bug,dependencies,duplicate,enhancement,help wanted,invalid,performance,question,wontfix",1,255,1,1,0,0,1,5.801871375200683
nitorcreations/nflow,False,2835,17,master,41,14,European Union Public License 1.1,46,115,28,24109,2014-02-02 11:56:18.0,2021-10-14 08:27:04.0,2021-10-14 08:27:07.0,,Java,30,2,430,11,2021-10-14 08:26:58.0,59f2a23398652e397760ee4deab0a9adacdede55,True,False,"Java,JavaScript,HTML,Shell,PLpgSQL,SCSS,Kotlin,PLSQL,CSS,TSQL","bug,dependencies,duplicate,enhancement,in progress,invalid,java,javascript,question,WIP,wontfix",1,232,0,1,1,0,1,5.660670121473791
spring-projects/spring-data-couchbase,False,957,29,main,31,39,Apache License 2.0,53,200,154,5208,2013-05-31 08:53:23.0,2021-10-26 17:52:50.0,2021-10-26 17:52:55.0,,Java,869,114,380,7,2021-10-26 17:52:50.0,9f2d7ee6b597111c15904fe1cd1292c24b595596,True,False,"Java,Shell","dependencies,for: external-project,for: stackoverflow,for: team-attention,has: votes-jira,in: core,in: mapping,in: repository,status: blocked,status: declined,status: duplicate,status: feedback-provided,status: feedback-reminder,status: first-timers-only,status: ideal-for-contribution,status: invalid,status: on-hold,status: pending-design-work,status: superseded,status: waiting-for-feedback,status: waiting-for-triage,type: blocker,type: bug,type: dependency-upgrade,type: documentation,type: enhancement,type: regression,type: task",1,177,0,1,0,0,1,5.353460623979869
hyscale/hyscale,False,1280,118,master,16,17,Apache License 2.0,14,421,38,83409,2019-10-11 09:27:26.0,2021-08-27 07:17:21.0,2021-08-27 06:58:59.0,https://www.hyscale.io/,Java,38,7,365,4,2021-08-27 06:58:56.0,87c78a3bb29cc6b40d64c816c9c801663c62df5d,True,False,"Java,Go,Shell,Smarty,Dockerfile,JavaScript,PowerShell","dependencies,duplicate,good first issue,invalid,question,status/awaiting-review,status/code-comments,status/dependency,status/design,status/in-progress,status/need-analysis,status/spec-preparation,status/spec-review,type/bug,type/documentation,type/feature,type/improvement,type/refactoring,wontfix",1,377,0,1,0,0,1,5.070310516869332
project-books/book-project,False,2805,8,main,1,109,Other,19,192,264,21681,2020-05-06 10:32:37.0,2021-11-03 14:19:14.0,2021-11-04 00:28:38.0,https://project-books.github.io/docs/,Java,467,43,358,11,2021-10-31 18:30:09.0,1b588944124a5604e9b36200451b271f3f0eb606,True,False,"Java,TypeScript,CSS,JavaScript,HTML,Dockerfile,Shell","blocked,bug,dependencies,design,docker,documentation,duplicate,dx,enhancement,frontend,good first issue,graphql,hacktoberfest,hacktoberfest-accepted,help wanted,hibernate,high-priority,impact: high,impact: low,invalid,investigation,java,javascript,more-info,needs-repro,no-pr-activity,react,refactor,security,spring,spring-data-jpa,spring-security,stale,test,vaadin,wontfix",1,92,0,1,0,0,0,4.672414856730094
bazelbuild/bazel-buildfarm,False,1104,52,main,15,49,Apache License 2.0,55,409,118,31654,2017-07-06 13:42:14.0,2021-11-04 18:35:27.0,2021-11-03 18:50:49.0,https://bazel.build,Java,247,55,697,28,2021-11-03 18:50:45.0,32481c9b9e4d029fab25ce5f8946852ce0939b24,False,False,"Java,CSS,Starlark,SCSS,HTML,Shell,JavaScript,Python,Ruby,Dockerfile,C,Liquid","breaking config change,bug,cla: no,cla: yes,dependencies,Documentation,duplicate,enhancement,help wanted,invalid,java,question,wontfix",1,144,0,1,0,0,0,4.284532687449901
kiegroup/optaweb-vehicle-routing,False,1526,32,main,0,17,Apache License 2.0,30,116,97,6249,2018-07-27 17:08:08.0,2021-11-04 11:37:31.0,2021-11-04 11:37:08.0,https://www.optaplanner.org,Java,125,75,471,12,2021-11-04 11:37:04.0,1b45c31b2ede5e3158ac8221deea8223e8fcb79d,False,False,"Java,TypeScript,Shell,JavaScript,CSS,Dockerfile,HTML,Groovy","backend,bug,code style,dependencies,developer experience,dsl-test,duplicate,enhancement,frontend,good first issue,help wanted,java,javascript,jira,openshift,question,rebase-required,users feedback,wontfix",1,126,0,1,0,0,1,3.909510368656349
huaweicloud/spring-cloud-huawei,False,389,5,master,40,16,Apache License 2.0,17,280,173,1930,2019-07-22 08:33:46.0,2021-11-01 13:43:38.0,2021-11-01 13:43:42.0,,Java,204,11,340,2,2021-11-01 13:43:37.0,e378986e8cc265418ca6040cfda2d0adf1d46902,True,False,"Java,Shell","2020.0.x,bug,documentation,enhancement,Finchley,good first issue,Greenwich,Hoxton,need discussion,new feature,task",1,72,0,1,0,0,1,3.6217059671067395
vaadin/platform,False,1002,35,master,387,42,,51,338,55,3659,2017-05-19 16:34:14.0,2021-11-04 16:35:59.0,2021-11-03 18:57:54.0,https://vaadin.com,Java,306,53,2118,3,2021-11-03 08:50:39.0,c670a3a74776d1d07af109f09ed7d1a421fc931d,True,False,"Java,JavaScript,TypeScript,Shell,Python,HTML,CSS","acceptance criteria,All starters,bug,cherry-picked-14.4,cherry-picked-14.5,cherry-picked-14.6,cherry-picked-14.7,cherry-picked-14.8,cherry-picked-18.0,cherry-picked-19.0,cherry-picked-20.0,cherry-picked-21.0,cherry-picked-master,Collaboration Engine,dependencies,DS,duplicate,DX_issues,enhancement,Enterprise,Epic,Flow,fusion,future work,help wanted,invalid,java,need to pick manually,need to pick manually  14.5,need to pick manually  14.6,need to pick manually  14.7,need to pick manually  14.8,need to pick manually  20.0,need to pick manually  21.0,needs-investigation,prerelease version for platform 22.0.0,Prime,Pro,question,Released with Platform 22.0.0.alpha9,studio,target/14.4,target/14.5,target/14.6,target/14.7,target/14.8,target/17.0,target/18.0,target/19.0,target/20.0,target/21.0,target/master,testing,v10,v13,v14,v14.1,v14.2,v14.6,v14.7,v14.8,v15,v16,v18,v19,v20,v21,v22,v23,waiting feedback,wontfix",1,48,0,1,1,0,1,3.4805450150765096
javadev/underscore-java,False,1126,3,main,73,11,MIT License,16,355,60,9216,2014-03-30 07:04:37.0,2021-11-01 13:53:54.0,2021-11-01 13:53:57.0,https://javadev.github.io/underscore-java/,Java,62,0,247,0,2021-11-01 13:53:54.0,2f6b38741f1f3609c88bfa629c8f32940c54736b,True,False,"Java,JavaScript","bug,dependencies,duplicate,enhancement,error,invalid,investigation,java,question,wontfix",1,51,1,1,0,0,1,3.4037529444111683
liquibase/liquigraph,False,296,5,4.x,19,19,Other,10,120,36,976,2014-10-22 18:59:56.0,2021-09-24 13:27:43.0,2021-09-24 13:27:46.0,https://www.liquigraph.org,Java,175,4,275,2,2021-09-24 13:27:32.0,d85eb47e5f83e774a026188e881fe65a3dcb89a8,True,False,"Java,Shell,Batchfile,Smarty","bug,dependencies,documentation,duplicate,enhancement,exploration,good first issue,help wanted,invalid,no neo4j knowledge needed,question,security,wip,wontfix",1,151,0,1,0,0,1,3.3606997986337843
googlecloudplatform/bank-of-anthos,False,755,17,master,7,30,Apache License 2.0,25,327,185,5359,2020-01-07 19:02:58.0,2021-11-04 04:08:15.0,2021-11-04 09:57:42.0,https://bank-of-anthos.xyz,Java,226,26,306,0,2021-11-04 04:00:02.0,34bdec1cf6e50ff8b0f0a0241586ee78b89581a9,True,False,"Java,Python,HTML,Shell,JavaScript,CSS,Dockerfile,Makefile",":rotating_light:,aiplatform,api: accessapproval,api: accesscontextmanager,api: actions,api: adexperiencereport,api: ads,api: adsdatahub,api: adsense,api: adsensehost,api: adwords,api: aiplatform,api: analyticsadmin,api: analyticsdata,api: apigateway,api: apigee,api: apigeeconnect,api: apikeys,api: appengine,api: area120tables,api: artifactregistry,api: assuredworkloads,api: automl,api: bigquery,api: bigqueryconnection,api: bigquerydatatransfer,api: bigquerymigration,api: bigqueryml,api: bigqueryreservation,api: bigquerystorage,api: bigtable,api: bigtableadmin,api: billingbudgets,api: binaryauthorization,api: calendar,api: chat,api: chromeosmoblab,api: classroom,api: cloudasset,api: cloudbilling,api: cloudbuild,api: cloudchannel,api: clouddebugger,api: clouddeploy,api: clouderrorreporting,api: cloudfunctions,api: cloudidentity,api: cloudiot,api: cloudkms,api: cloudprivatecatalog,api: cloudprofiler,api: cloudresourcemanager,api: cloudscheduler,api: cloudsearch,api: cloudshell,api: cloudtasks,api: cloudtrace,api: composer,api: compute,api: confidentialcomputing,api: connectgateway,api: contactcenterinsights,api: container,api: containeranalysis,api: datacatalog,api: datacommons,api: dataflow,api: datafusion,api: datalabeling,api: dataproc,api: datastore,api: datastudio,api: deploymentmanager,api: dialogflow,api: dlp,api: dns,api: docs,api: documentai,api: domains,api: drive,api: driveactivity,api: earthengine,api: endpoints,api: eventarc,api: fcm,api: file,api: firebasedynamiclinks,api: firebaseinappmessaging,api: firestore,api: gameservices,api: gkehub,api: gmail,api: googleads,api: gsuiteaddons,api: healthcare,api: homegraph,api: iam,api: iamcredentials,api: iap,api: identitytoolkit,api: jobs,api: language,api: lifesciences,api: logging,api: managedidentities,api: mediatranslation,api: memcache,api: metastore,api: ml,api: monitoring,api: monitoring-dashboards,api: networkconnectivity,api: networkmanagement,api: notebooks,api: organizationpolicy,api: orgpolicy,api: osconfig,api: oslogin,api: people,api: phishingprotection,api: playablelocations,api: policytroubleshooter,api: privateca,api: pubsub,api: pubsublite,api: recaptchaenterprise,api: recommendationengine,api: recommender,api: redis,api: resourcesettings,api: retail,api: roads,api: run,api: runtimeconfig,api: script,api: secretmanager,api: security-privateca,api: securitycenter,api: serviceconsumermanagement,api: servicecontrol,api: servicedirectory,api: servicemanagement,api: serviceusage,api: sheets,api: slides,api: smartdevicemanagement,api: sourcerepo,api: spanner,api: speech,api: sqladmin,api: storage,api: storagetransfer,api: tasks,api: texttospeech,api: tpu,api: trafficdirector,api: transcoder,api: translate,api: vault,api: videointelligence,api: videostitcher,api: vision,api: vmwareengine,api: vpcaccess,api: walletobjects,api: watcher,api: webrisk,api: websecurityscanner,api: workflowexecutions,api: workflows,automerge,automerge: exact,backlog,cla: no,cla: yes,cloudsql,databases,dependencies,do not merge,environments,eol,external,flakybot: flaky,flakybot: issue,flakybot: quiet,frontend,good first issue,help wanted,kokoro:force-run,kokoro:run,lang: cpp,lang: dotnet,lang: elixir,lang: go,lang: java,lang: nodejs,lang: php,lang: python,lang: ruby,needs more info,needs work,next major: breaking change,observability,owlbot:run,policybot,priority: p0,priority: p1,priority: p2,priority: p3,product: gsuiteaddons,python,release blocking,samples,security,semver: major,semver: minor,semver: patch,service mesh,status: blocked,status: duplicate,status: investigating,status: will not fix,testing,triage me,type: bug,type: cleanup,type: docs,type: feature request,type: process,type: question,what/feature",1,28,1,1,0,0,1,3.2439605226495125
dp-3t/dp3t-sdk-backend,False,626,3,develop,34,18,Mozilla Public License 2.0,24,201,89,2384,2020-04-13 15:20:51.0,2021-09-06 06:00:04.0,2021-09-06 05:59:37.0,,Java,85,14,223,4,2021-09-06 05:59:34.0,810346819ca81927fe1a105f12e00f01cff25ed4,False,False,"Java,Makefile,Dockerfile,Shell,PLpgSQL","bug,CI,Code Quality,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",1,88,0,1,0,0,0,3.1583399306761426
kiegroup/optaplanner-quickstarts,False,196,17,stable,0,13,Apache License 2.0,28,112,62,5609,2020-08-19 07:56:31.0,2021-10-26 08:46:46.0,2021-10-25 13:08:01.0,https://www.optaplanner.org/,Java,3,1,206,4,2021-10-14 06:03:47.0,90d99d9fdfc76a17e09b307adff706b8faec0435,False,False,"Java,JavaScript,HTML,Kotlin,Shell,Batchfile,Groovy,CSS","bug,change_backport,dependencies,DO_NOT_MERGE,documentation,dsl-test,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",1,153,0,1,1,0,1,3.028982221065188
azuread/microsoft-authentication-library-for-java,False,436,55,dev,25,15,MIT License,51,128,64,1668,2018-06-21 18:24:42.0,2021-08-11 21:28:25.0,2021-08-12 13:58:40.0,,Java,219,24,214,3,2021-07-26 17:59:49.0,773f2d97917864c3c96297849ca9779d4856707d,True,False,"Java,HTML","GA,performance,Fixed,investigate,regression,requires more info,Documentation,answered,internal,extensibility,P1,P2,sdk-consistency,AzureSDK,Service Issue,Work-around Provided,Samples,test,fundamentals,external,dependencies,backlog,bug,duplicate,enhancement,help wanted,question,wontfix",1,84,0,1,0,0,1,2.289377488552047
apache/pulsar-manager,False,201,4,master,2,33,Apache License 2.0,40,340,144,12003,2018-10-31 18:09:47.0,2021-10-22 04:49:39.0,2021-10-22 05:18:48.0,https://pulsar.apache.org/,Java,220,94,209,12,2021-09-09 02:12:00.0,803234712e7906885f2765f72407b99398b0c154,True,False,"Java,Vue,JavaScript,SCSS,Shell,HTML,Dockerfile,CSS","area/api,area/backend,area/build,area/documentation,area/frontend,area/i18n,area/question,help-wanted,priority/blocker,priority/important,triage/week-15,triage/week-16,triage/week-17,triage/week-18,triage/week-19,triage/week-25,triage/week-26,triage/week-27,triage/week-29,triage/week-3,triage/week-30,triage/week-33,triage/week-37,triage/week-38,triage/week-4,triage/week-40,triage/week-43,triage/week-49,triage/week-50,triage/week-6,type/bug,type/enhancement,type/feature,type/task",1,31,0,0,1,1,0,2.192589966831518
strimzi/strimzi-kafka-bridge,False,571,15,main,29,29,Apache License 2.0,19,158,74,1930,2016-03-21 13:03:50.0,2021-11-02 12:39:32.0,2021-11-02 12:39:21.0,,Java,235,55,318,2,2021-11-02 12:39:17.0,882be99f0f03cb96cafa2d4cfceaca3b15332040,True,False,"Java,Shell,Makefile,Dockerfile,1C Enterprise,D","amqp,bug,build,dependencies,development,discussion,documentation,duplicate,enhancement,good-start,help wanted,http,invalid,question,ready for merge,wontfix",1,52,1,1,0,0,1,2.026577059451435
